DATE,YEAR,Population (as of winter),LETHAL CONTROL ALLOWED?,COMPLAINT,Confirmation Status,Wolf or something else?,Confirmed binary,CONFIRMED,Combined confirmation status,Chronic Farm?,Animal or Property Involved,COUNTY,Management Zone,CONTROL USED?,Control used - binary
2000-03-15T00:00:00Z,2000,248,no,Pet depredation,Confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,1 Dog (Husky),Price,,,
2000-03-21T00:00:00Z,2000,248,no,Livestock depredation,Unconfirmed,,Unconfirmed,,Unconfirmed,,Sheep,Ashland,,,No
2000-04-12T00:00:00Z,2000,248,no,Livestock depredation,confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,1 Calf,Burnett,,,
2000-04-12T00:00:00Z,2000,248,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,"2 Calves - 1 dead, 1 missing",Marathon,,,No
2000-04-15T00:00:00Z,2000,248,no,Livestock depredation,confirmed non-wolf (died at birth),Non-wolf,Confirmed,,Confirmed non-wolf,,1 Calf,Douglas,,,
2000-04-18T00:00:00Z,2000,248,no,Livestock depredation,confirmed non-wolf (died at birth),Non-wolf,Confirmed,,Confirmed non-wolf,,1 Calf,Douglas,,,
2000-04-21T00:00:00Z,2000,248,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,1 Calf,Washburn,,,No
2000-04-28T00:00:00Z,2000,248,no,Livestock,"no depredation, tracks confirmed, WS trapped 1 wolf",,Unconfirmed,,Unconfirmed,,Deer Farm,Oneida,,,No
2000-05-02T00:00:00Z,2000,248,no,Livestock depredation,confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,1 Calf,Sawyer,,,
2000-05-08T00:00:00Z,2000,248,no,Livestock depredation,confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,1 Calf,Iron,,,
2000-05-19T00:00:00Z,2000,248,no,Livestock depredation,confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,"2 Calves - 1 injured, 1 missing",Douglas,,,
2000-05-20T00:00:00Z,2000,248,no,Livestock depredation,probable wolf,Wolf,Probable,,Probable wolf,,1 Calf missing,Washburn,,,
2000-05-24T00:00:00Z,2000,248,no,Livestock depredation,confirmed non-wolf (birthing complications),Non-wolf,Confirmed,,Confirmed non-wolf,,"1 Calf, 1 Cow",Bayfield,,,
2000-06-13T00:00:00Z,2000,248,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,1 Calf,Burnett,,,No
2000-06-16T00:00:00Z,2000,248,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,1 Calf missing,Bayfield,,,No
2000-06-22T00:00:00Z,2000,248,no,Livestock depredation,confirmed non-wolf,Non-wolf,Confirmed,,Confirmed non-wolf,,1 Calf,Wood,,,
2000-07-08T00:00:00Z,2000,248,no,Livestock depredation,probable wolf,Wolf,Probable,,Probable wolf,,"2 Calves, 21 missing in fall",Burnett,,,
2000-07-25T00:00:00Z,2000,248,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,1 Calf,Oneida,,,No
2000-07-28T00:00:00Z,2000,248,no,Livestock depredation,probable wolf,Wolf,Probable,,Probable wolf,,1 Calf,Marathon,,,
2000-07-29T00:00:00Z,2000,248,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,1 Calf,Oneida,,,No
2000-08-04T00:00:00Z,2000,248,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,"3 Sheep dead, 2 injured",Washburn,,,No
2000-08-21T00:00:00Z,2000,248,no,Livestock depredation,confirmed non-wolf (coyote),Non-wolf,Confirmed,,Confirmed non-wolf,,1 Calf,Washburn,,,
2000-08-21T00:00:00Z,2000,248,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,"1 Calf, 1 Cow",Sawyer,,,No
2000-08-22T00:00:00Z,2000,248,no,Livestock depredation,probable wolf,Wolf,Probable,,Probable wolf,,"4 Chickens dead, 3 Turkeys missing",Douglas,,,
2000-08-25T00:00:00Z,2000,248,no,Hunting dog depredation,Probable wolf,Wolf,Probable,,Probable wolf,,1 Dog (Plott),Douglas,,,
2000-09-02T00:00:00Z,2000,248,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,1 Calf,Barron,,,No
2000-09-11T00:00:00Z,2000,248,no,Livestock depredation,confirmed non-wolf (coyote),Non-wolf,Confirmed,,Confirmed non-wolf,,1 Calf,Bayfield,,,
2000-09-13T00:00:00Z,2000,248,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,"1 Calf, 1 Cow",Langlade,,,No
2000-09-16T00:00:00Z,2000,248,no,Livestock depredation,probable wolf,Wolf,Probable,,Probable wolf,,3 Calves,Bayfield,,,
2000-09-18T00:00:00Z,2000,248,no,Hunting dog depredation,Unconfirmed,,Unconfirmed,,Unconfirmed,,1 Dog injured (Black & Tan),Douglas,,,No
2000-09-21T00:00:00Z,2000,248,no,Hunting dog depredation,Unconfirmed,,Unconfirmed,,Unconfirmed,,1 Dog injured (Bluetick),Douglas,,,No
2000-10-04T00:00:00Z,2000,248,no,Livestock depredation,confirmed non-wolf (bear),Non-wolf,Confirmed,,Confirmed non-wolf,,1 Goat,Shawano,,,
2000-10-24T00:00:00Z,2000,248,no,Livestock depredation,confirmed non-wolf (dogs),Non-wolf,Confirmed,,Confirmed non-wolf,,? Deer injured,Clark,,,
2000-10-31T00:00:00Z,2000,248,no,Pet depredation,Unconfirmed,,Unconfirmed,,Unconfirmed,,1 Dog injured (Australian Shepherd),La Crosse,,,No
2000-12-04T00:00:00Z,2000,248,no,Hunting dog depredation,Confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,"2 Dogs (Black & Tan, Mtn. Cur)",Douglas,,,
2001-03-08T00:00:00Z,2001,257,no,Livestock depredation,confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,"51 chickens, 1 turkey, 4 pheasants",Sawyer,0,,
2001-03-15T00:00:00Z,2001,257,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,"4 ducks, 4 geese",Taylor,,,No
2001-03-26T00:00:00Z,2001,257,no,Livestock depredation,confirmed non-wolf (coyotes),Non-wolf,Confirmed,,Confirmed non-wolf,,1 calf,Bayfield,,,
2001-04-12T00:00:00Z,2001,257,no,Livestock depredation,confirmed non-wolf (dogs),Non-wolf,Confirmed,,Confirmed non-wolf,,2 lambs,Oconto,,,
2001-05-10T00:00:00Z,2001,257,no,Livestock depredation,confirmed non-wolf (coyote),Non-wolf,Confirmed,,Confirmed non-wolf,,1 calf,Marathon,,,
2001-05-17T00:00:00Z,2001,257,no,Livestock depredation,confirmed non-wolf (coyote),Non-wolf,Confirmed,,Confirmed non-wolf,,1 calf,Grant,,,
2001-05-18T00:00:00Z,2001,257,no,Livestock depredation,"confirmed wolf, WS trapped 1 lactating wolf - radio & shock collared (W367F)",Wolf,Confirmed,"confirmed wolf, WS trapped 1 lactating wolf - radio & shock collared (W367F)",Confirmed wolf,,6 calves (see total below),Burnett,0,,
2001-06-05T00:00:00Z,2001,257,no,Health and safety,"probable wolf, WS trapping 6/12 to 6/26/01 - unsuccessful",Wolf,Probable,,Probable wolf,,Health & safety complaint,Washburn,0,,
2001-06-07T00:00:00Z,2001,257,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,1 calf,Ashland,,,No
2001-06-26T00:00:00Z,2001,257,no,Pet depredation,Unconfirmed,,Unconfirmed,,Unconfirmed,,1 dog (Husky),Bayfield,,,No
2001-07-05T00:00:00Z,2001,257,no,Hunting dog depredation,Confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,1 dog (Plott),Bayfield,0,,
2001-07-11T00:00:00Z,2001,257,no,Pet depredation,Unconfirmed,,Unconfirmed,,Unconfirmed,,1 dog injured (Beagle),Douglas,,,No
2001-07-16T00:00:00Z,2001,257,no,Livestock depredation,confirmed non-wolf (coyotes),Non-wolf,Confirmed,,Confirmed non-wolf,,1 Calf,Monroe,,,
2001-07-16T00:00:00Z,2001,257,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,"12 chickens, 14 guinea, 5 ducks, 2 turkeys",Ashland,,,No
2001-07-17T00:00:00Z,2001,257,no,Livestock depredation,"confirmed wolf, WS trapped 4 pups, 1 YM, 1 AM & 1AF - all relocated",Wolf,Confirmed,"confirmed wolf, WS trapped 4 pups, 1 YM, 1 AM & 1AF - all relocated",Confirmed wolf,,"9 calves killed, 26 missing",Burnett,0,,
2001-07-18T00:00:00Z,2001,257,no,Hunting dog depredation,Confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,2 dogs (Walker & Plott),Bayfield,0,,
2001-07-20T00:00:00Z,2001,257,no,Livestock depredation,confirmed non-wolf (coyote),Non-wolf,Confirmed,,Confirmed non-wolf,,"1 cow, 1 calf",Forest,,,
2001-07-21T00:00:00Z,2001,257,no,Hunting dog depredation,Confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,1 dog (Walker),Douglas,0,,
2001-07-29T00:00:00Z,2001,257,no,Hunting dog depredation,Confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,1 dog (Walker),Douglas,0,,
2001-08-04T00:00:00Z,2001,257,no,Livestock depredation,confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,"1 calf, + 1 killed 7/20",Price,0,,
2001-08-06T00:00:00Z,2001,257,no,Livestock depredation,probable wolf,Wolf,Probable,,Probable wolf,,1 calf,Washburn,0,,
2001-08-13T00:00:00Z,2001,257,no,Hunting dog depredation,Confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,1 dog (Walker),Taylor,0,,
2001-08-21T00:00:00Z,2001,257,no,Livestock depredation,probable wolf,Wolf,Probable,,Probable wolf,,"1 dog injured (Terrier), 9 chickens, 8 turkeys, 1 guinea",Douglas,0,,
2001-08-22T00:00:00Z,2001,257,no,Livestock depredation,unconfirmed (possible coyote),,Unconfirmed,,Unconfirmed,,"1 calf killed, 1 missing",Taylor,,,No
2001-08-26T00:00:00Z,2001,257,no,Hunting dog depredation,Confirmed dog,Non-wolf,Confirmed,,Confirmed non-wolf,,1 dog injured,Juneau,,,
2001-08-27T00:00:00Z,2001,257,no,Livestock depredation,confirmed non-wolf (stuck in mud),Non-wolf,Confirmed,,Confirmed non-wolf,,1 calf,Bayfield,,,
2001-09-05T00:00:00Z,2001,257,no,Livestock depredation,unconfirmed (natural causes),,Unconfirmed,,Unconfirmed,,1 calf (7/14),Price,,,No
2001-09-07T00:00:00Z,2001,257,no,Hunting dog depredation,Confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,"3 dog (2 Plott, 1 Walker)",Douglas,0,,
2001-09-07T00:00:00Z,2001,257,no,Hunting dog depredation,Confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,1 dog (Plott),Douglas,0,,
2001-09-07T00:00:00Z,2001,257,no,Hunting dog depredation,Confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,1 dog (Plott),Douglas,0,,
2001-09-09T00:00:00Z,2001,257,no,Hunting dog depredation,Confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,1 dog (Bluetick),Douglas,0,,
2001-09-16T00:00:00Z,2001,257,no,Hunting dog depredation,Confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,1 dog (Redbone),Bayfield,0,,
2001-09-22T00:00:00Z,2001,257,no,Hunting dog depredation,Confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,1 dog (Walker),Washburn,0,,
2001-09-22T00:00:00Z,2001,257,no,Hunting dog depredation,Confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,1 dog (Walker),Washburn,0,,
2001-10-06T00:00:00Z,2001,257,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,1 horse injured (put down),Forest,,,No
2001-10-19T00:00:00Z,2001,257,no,Livestock depredation,confirmed non-wolf (coyote),Non-wolf,Confirmed,,Confirmed non-wolf,,1 whitetail fawn,Ashland,,,
2001-10-22T00:00:00Z,2001,257,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,1 horse injured,Douglas,,,No
2001-10-25T00:00:00Z,2001,257,no,Livestock depredation,confirmed non-wolf (coyote),Non-wolf,Confirmed,,Confirmed non-wolf,,1 lamb,Bayfield,,,
2001-10-28T00:00:00Z,2001,257,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,1 calf,Bayfield,,,No
2001-10-29T00:00:00Z,2001,257,no,Livestock depredation,confirmed non-wolf (coyote),Non-wolf,Confirmed,,Confirmed non-wolf,,1 calf,Marathon,,,
2001-10-29T00:00:00Z,2001,257,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,1 heifer,Trempealeau,,,No
2001-10-30T00:00:00Z,2001,257,no,Livestock depredation,confirmed non-wolf (coyote),Non-wolf,Confirmed,,Confirmed non-wolf,,1 calf,Douglas,,,
2001-10-30T00:00:00Z,2001,257,no,Livestock depredation,confirmed non-wolf (fence/debris),Non-wolf,Confirmed,,Confirmed non-wolf,,1 horse injured,Eau Claire,,,
2001-11-06T00:00:00Z,2001,257,no,Livestock,Confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,threat to elk - no depredation,Douglas,0,,
2001-11-13T00:00:00Z,2001,257,no,Livestock,unconfirmed (later Wayne Hall confirmed 2 sets of wolf tracks),,Unconfirmed,,Unconfirmed,,"threat to cattle, wild deer killed",Adams,,,No
2001-11-16T00:00:00Z,2001,257,no,Livestock depredation,unconfirmed?,,Unconfirmed,,Unconfirmed,,1 colt injured,Clark,,,No
2001-11-29T00:00:00Z,2001,257,no,Livestock depredation,confirmed non-wolf (wire/dogs),Non-wolf,Confirmed,,Confirmed non-wolf,,2 heifers injured,Marathon,,,
2001-12-03T00:00:00Z,2001,257,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,1 heifer,Shawano,,,No
2001-12-11T00:00:00Z,2001,257,no,Livestock depredation,confirmed non-wolf (hybrid)?,Non-wolf,Confirmed,,Confirmed non-wolf,,1 chicken,Jackson,,,
2001-12-17T00:00:00Z,2001,257,no,Hunting dog depredation,Confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,1 dog (Redbone),Oneida,0,,
2001-12-25T00:00:00Z,2001,257,no,Hunting dog depredation,Confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,1 dog (Walker),Oneida,0,,
2002-01-03T00:00:00Z,2002,327,no,Pet depredation,Confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,"1 dog injured (Spaniel,pet)",Jackson,,Bear Bluff or South Bluff,
2002-01-06T00:00:00Z,2002,327,no,Livestock depredation,confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,"3 calves dead, 1 missing",Bayfield,,Moquah,
2002-01-28T00:00:00Z,2002,327,no,Livestock depredation,confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,1 deer,Bayfield,,Moquah or loner,
2002-02-15T00:00:00Z,2002,327,no,Hunting dog depredation,Probable wolf,Wolf,Probable,,Probable wolf,,"1 dog injured(Brittany Spaniel,pet)",Jackson,,Bear Bluff or South Bluff,
2002-02-15T00:00:00Z,2002,327,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,"8 duck, 2 geese",Oneida,,,No
2002-02-20T00:00:00Z,2002,327,no,Livestock,Unconfirmed,,Unconfirmed,,Unconfirmed,,horses - threat,Clark,,,No
2002-02-21T00:00:00Z,2002,327,no,Pet depredation,Unconfirmed,,Unconfirmed,,Unconfirmed,,1 dog (Golden retreiver),Taylor,,,No
2002-02-22T00:00:00Z,2002,327,no,Livestock,Confirmed hybrid,Non-wolf,Confirmed,,Confirmed non-wolf,,"chickens, health & safety",Price,,,
2002-02-25T00:00:00Z,2002,327,no,Livestock,Confirmed coyote,Non-wolf,Confirmed,,Confirmed non-wolf,,"20+ horses, cattle",Barron,,,
2002-02-26T00:00:00Z,2002,327,no,Pet depredation,Unconfirmed,,Unconfirmed,,Unconfirmed,,1 dog (Black lab),Forest,,,No
2002-02-26T00:00:00Z,2002,327,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,1 calf,Ashland,,,No
2002-02-26T00:00:00Z,2002,327,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,2 geese,Oconto,,,No
2002-03-08T00:00:00Z,2002,327,no,Livestock,Unconfirmed,,Unconfirmed,,Unconfirmed,,29 heifers harrassed,Clark,,,No
2002-03-20T00:00:00Z,2002,327,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,1 horse injured,Clark,,,No
2002-04-04T00:00:00Z,2002,327,no,Unspecified non-livestock,Unconfirmed,,Unconfirmed,,Unconfirmed,,tracks,Bayfield,,,No
2002-04-06T00:00:00Z,2002,327,no,Pet depredation,Confirmed coyote,Non-wolf,Confirmed,,Confirmed non-wolf,,1 dog (Pomeranian type),Douglas,,,
2002-04-16T00:00:00Z,2002,327,no,Livestock depredation,probable wolf,Wolf,Probable,,Probable wolf,,3 deer,Bayfield,,Moquah?,
2002-04-18T00:00:00Z,2002,327,no,Livestock depredation,confirmed non-wolf,Non-wolf,Confirmed,,Confirmed non-wolf,,3 calves missing,Grant,,,
2002-04-18T00:00:00Z,2002,327,no,Livestock depredation,probable wolf,Wolf,Probable,,Probable wolf,,1 calf,Barron,,Blue Hills,
2002-04-24T00:00:00Z,2002,327,no,Livestock depredation,confirmed non-wolf (coyote),Non-wolf,Confirmed,,Confirmed non-wolf,,1 calf,Monroe,,,
2002-04-24T00:00:00Z,2002,327,no,Livestock depredation,probable wolf,Wolf,Probable,,Probable wolf,,1 calf,Barron,,Blue Hills,
2002-05-11T00:00:00Z,2002,327,no,Livestock depredation,confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,2 calves,Taylor,,? (possibly Kidrick Swamp),
2002-05-13T00:00:00Z,2002,327,no,Pet depredation,Confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,"1 dog injured (German shepherd,pet)",Taylor,,Averill Creek,
2002-05-14T00:00:00Z,2002,327,no,Pet depredation,Unconfirmed,,Unconfirmed,,Unconfirmed,,1 dog (small),Price,,,No
2002-05-15T00:00:00Z,2002,327,no,Livestock depredation,confirmed non-wolf (bear),Non-wolf,Confirmed,,Confirmed non-wolf,,1 goat,Vilas,,,
2002-05-18T00:00:00Z,2002,327,no,Livestock depredation,confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,1 calf,Price,,W373 or Skinner Creek?,
2002-05-19T00:00:00Z,2002,327,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,1 calf,Ashland,,,No
2002-05-20T00:00:00Z,2002,327,no,Livestock depredation,confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,1 wild deer,Price,,,
2002-05-31T00:00:00Z,2002,327,no,Livestock depredation,confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,1 calf,Price,,W373 or Skinner Creek?,
2002-06-06T00:00:00Z,2002,327,no,Livestock depredation,unconfirmed (prob. Dog),,Unconfirmed,,Unconfirmed,,6 horses injured,Buffalo,,,No
2002-06-12T00:00:00Z,2002,327,no,Livestock depredation,confirmed non-wolf (dog or hybrid),Non-wolf,Confirmed,,Confirmed non-wolf,,2 calves,Ashland,,,
2002-06-25T00:00:00Z,2002,327,no,Livestock depredation,confirmed,Wolf,Confirmed,confirmed,Confirmed wolf,,"30 calves, 1 cow killed, 41 calves missing",Burnett,,Totagatic River & others?,
2002-06-26T00:00:00Z,2002,327,no,Pet depredation,Unconfirmed,,Unconfirmed,,Unconfirmed,,1 dog injured,Taylor,,,No
2002-06-28T00:00:00Z,2002,327,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,1 calf,Lincoln,,,No
2002-07-01T00:00:00Z,2002,327,no,Livestock depredation,confirmed non-wolf (coyote),Non-wolf,Confirmed,,Confirmed non-wolf,,1 calf,Washburn,,,
2002-07-05T00:00:00Z,2002,327,no,Livestock depredation,confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,"1 cow, 1 calf",Langlade,,Deerbrook,
2002-07-13T00:00:00Z,2002,327,no,Livestock,Probable wolf,Wolf,Probable,,Probable wolf,,30 deer (harassment),Portage,,,
2002-07-19T00:00:00Z,2002,327,no,Property,Unconfirmed,,Unconfirmed,,Unconfirmed,,Damage threat,Iron,,,No
2002-07-22T00:00:00Z,2002,327,no,Hunting dog depredation,Confirmed bear,Non-wolf,Confirmed,,Confirmed non-wolf,,1 dog injured (Plott hound),Vilas,,,
2002-07-24T00:00:00Z,2002,327,no,Livestock depredation,confirmed non-wolf (raccoon),Non-wolf,Confirmed,,Confirmed non-wolf,,16 ducks,Wood,,,
2002-07-24T00:00:00Z,2002,327,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,2 calves,Sawyer,,,No
2002-07-26T00:00:00Z,2002,327,no,Livestock depredation,confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,"1 mare, 1 colt",Vilas,,Pioneer Creek?,
2002-07-29T00:00:00Z,2002,327,no,Livestock depredation,confirmed non-wolf (coyote),Non-wolf,Confirmed,,Confirmed non-wolf,,2 sheep,Sawyer,,,
2002-08-04T00:00:00Z,2002,327,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,1 calf,Langlade,,,No
2002-08-05T00:00:00Z,2002,327,no,Hunting dog depredation,Unconfirmed,,Unconfirmed,,Unconfirmed,,1 dog (Bear hound),,,,No
2002-08-08T00:00:00Z,2002,327,no,Livestock depredation,confirmed non-wolf (dog),Non-wolf,Confirmed,,Confirmed non-wolf,,5 cattle,Douglas,,,
2002-08-14T00:00:00Z,2002,327,no,Livestock depredation,confirmed non-wolf (coyote),Non-wolf,Confirmed,,Confirmed non-wolf,,1 calf,Rusk,,,
2002-08-16T00:00:00Z,2002,327,no,Hunting dog depredation,Confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,"1 dog (Plott hound,trng)",Oneida,,Bootjack Lake,
2002-08-28T00:00:00Z,2002,327,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,10-15 calves missing,Bayfield,,,No
2002-08-29T00:00:00Z,2002,327,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,1 goose,Ashland,,,No
2002-09-06T00:00:00Z,2002,327,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,4 bulls,Chippewa,,,No
2002-09-08T00:00:00Z,2002,327,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,1 sheep,Bayfield,,,No
2002-09-10T00:00:00Z,2002,327,no,Hunting dog depredation,Confirmed wolf,Wolf,Confirmed,confirmed,Confirmed wolf,,"4 dogs (Walker/Bluetick/Plott,hntng)",Taylor,,Kidrick Swamp,
2002-09-10T00:00:00Z,2002,327,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,3 calves,Douglas,,,No
2002-09-12T00:00:00Z,2002,327,no,Hunting dog depredation,Confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,"1 dog (Walker/Plott,hntg)",Douglas,,?,
2002-09-14T00:00:00Z,2002,327,no,Hunting dog depredation,Confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,"1 dog (Walker,hntng)",Douglas,,Shoberg Lake?,
2002-09-16T00:00:00Z,2002,327,no,Hunting dog depredation,Confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,"1 dog injured (Walker,hntng)",Douglas,,Shoberg Lake?,
2002-09-16T00:00:00Z,2002,327,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,1 calf,Douglas,,,No
2002-09-16T00:00:00Z,2002,327,no,Livestock,Unconfirmed,,Unconfirmed,,Unconfirmed,,Calves harassed,Rusk,,,No
2002-09-16T00:00:00Z,2002,327,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,1 sheep,Sawyer,,,No
2002-09-23T00:00:00Z,2002,327,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,1 calf,Burnett,,,No
2002-09-24T00:00:00Z,2002,327,no,Livestock depredation,confirmed non-wolf (bear),Non-wolf,Confirmed,,Confirmed non-wolf,,1 deer,Bayfield,,,
2002-09-24T00:00:00Z,2002,327,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,"1 calf killed, 1 calf harassed",Door,,,No
2002-09-27T00:00:00Z,2002,327,no,Hunting dog depredation,Probable wolf,Wolf,Probable,,Probable wolf,,"1 dog (Bluetick,hntng)",Price,,Bootjack Lake,
2002-10-06T00:00:00Z,2002,327,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,1 cow,Ashland,,,No
2002-10-08T00:00:00Z,2002,327,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,2 horses,Lincoln,,,No
2002-10-16T00:00:00Z,2002,327,no,Hunting dog depredation,Confirmed dog,Non-wolf,Confirmed,,Confirmed non-wolf,,1 dog (Plott hound),Juneau,,,
2002-10-16T00:00:00Z,2002,327,no,Livestock depredation,confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,5 sheep,Bayfield,,Flag River?,
2002-10-22T00:00:00Z,2002,327,no,Livestock depredation,confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,"2 lambs (Claim for 8 ewes, 19 lambs)",Bayfield,,Flag River?,
2002-10-24T00:00:00Z,2002,327,no,Pet depredation,Confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,"1 dog (Husky mix,pet)",Bayfield,,Moquah,
2002-11-05T00:00:00Z,2002,327,no,Livestock depredation,confirmed non-wolf (stillborn),Non-wolf,Confirmed,,Confirmed non-wolf,,1 calf,Ashland,,,
2002-11-07T00:00:00Z,2002,327,no,Livestock depredation,confirmed non-wolf (dog?),Non-wolf,Confirmed,,Confirmed non-wolf,,1 calf,Dunn,,,
2002-11-13T00:00:00Z,2002,327,no,Livestock depredation,unconfirmed,,Unconfirmed,,Unconfirmed,,"1 calf killed, 1 mini horse injured",Dane,,,No
2002-11-18T00:00:00Z,2002,327,no,Hunting dog depredation,Confirmed wolf,Wolf,Confirmed,confirmed wolf,Confirmed wolf,,"1 dog (Bluetick,hntng)",Oneida,,Pelican Lake,
2002-11-22T00:00:00Z,2002,327,no,Livestock depredation,probable wolf,Wolf,Probable,,Probable wolf,,1 foal (Shetland),Douglas,,Bird Sanctuary,
